,Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date,ROI_Flag
36104,TI-CMP-37104,SEO,Working Women,18.0,"Instagram, Email",88735.0,8350.0,3843.0,2486.0,1361049.625,96.28,4.69,English,16.54,Working Women,2024-12-17,Profit
36105,TI-CMP-37105,Email,Tier 2 City Customers,10.0,"Facebook, Google, WhatsApp",55016.23549001948,7284.0,1679.0,777.0,310086.0,334.19,0.19,Hindi,12.73,Tier 2 City Customers,2024-09-22,Profit
36106,TI-CMP-37106,SEO,Premium Shoppers,6.0,"YouTube, WhatsApp, Google",53721.0,6190.0,2144.0,1382.0,954962.0,69.28,8.335,Hindi,18.09,Working Women,2025-03-30,Profit
36107,TI-CMP-37107,Social Media,Tier 2 City Customers,6.0,"YouTube, Instagram",51141.0,4341.0,1165.0,699.0,287988.0,347.48,0.19,English,12.13,Working Women,2024-11-16,Profit
36108,TI-CMP-37108,Email,Premium Shoppers,13.0,Instagram,55307.0,7820.0,3053.0,1061.0,541110.0,78.25,5.52,Bengali,21.58,Tier 2 City Customers,2024-07-26,Profit
36109,TI-CMP-37109,SEO,Youth,26.0,Facebook,29537.0,3591.0,1585.0,1022.0,636706.0,66.81,8.32,Hindi,20.98,Youth,2024-07-26,Profit
36110,TI-CMP-37110,Social Media,Working Women,9.0,"Email, YouTube",13922.0,1735.0,1011.0,767.0,171808.0,251.62,-0.11,Tamil,25.23,Working Women,2024-07-26,Loss
36111,TI-CMP-37111,SEO,Premium Shoppers,11.0,"Instagram, Google",70778.0,7207.0,3367.0,1162.0,635614.0,97.1,4.63,Hindi,16.58,Youth,2024-08-13,Profit
36112,TI-CMP-37112,SEO,Youth,17.0,Instagram,35443.0,982.0,344.0,118.0,74104.0,850.34375,-0.26,Bengali,4.07,Premium Shoppers,2024-09-11,Loss
36113,TI-CMP-37113,SEO,Premium Shoppers,10.0,WhatsApp,44701.0,1227.0,453.0,197.0,114654.0,304.36,0.91,Bengali,4.2,Working Women,2025-01-19,Profit
36114,TI-CMP-37114,Influencer,Premium Shoppers,16.0,"Google, YouTube, WhatsApp",90705.0,10757.0,5101.5,2742.5,941688.0,63.39,4.42,Bengali,21.53,Premium Shoppers,2025-01-19,Profit
36115,TI-CMP-37115,SEO,College Students,21.0,Instagram,62629.0,3864.0,1440.0,721.0,405923.0,288.76,0.95,Hindi,9.62,Working Women,2024-10-23,Profit
36116,TI-CMP-37116,Influencer,Premium Shoppers,20.0,WhatsApp,27072.0,2553.0,1232.0,563.0,186353.0,408.98,-0.19,Hindi,16.06,Premium Shoppers,2024-09-18,Loss
36117,TI-CMP-37117,Social Media,Youth,10.0,WhatsApp,51826.0,4437.0,1394.0,844.0,645660.0,108.0,6.08,English,12.88,College Students,2025-05-15,Profit
36119,TI-CMP-37119,Email,Premium Shoppers,30.0,"Google, Facebook, WhatsApp",92419.0,4700.0,1480.0,889.0,183134.0,208.7,-0.01,English,7.65,Tier 2 City Customers,2025-05-26,Loss
36120,TI-CMP-37120,Email,College Students,22.0,"YouTube, Email, WhatsApp",53448.0,1169.0,286.0,125.0,25375.0,850.34375,-0.76,Hindi,2.96,Youth,2024-12-18,Loss
36121,TI-CMP-37121,Email,Youth,18.0,"Google, YouTube, Facebook",11973.0,665.0,227.0,73.0,23506.0,850.34375,-0.62,Hindi,8.06,Working Women,2024-12-26,Loss
36122,TI-CMP-37122,Email,Working Women,21.0,Google,99498.0,8552.0,4167.0,2040.0,359270.0,119.2,0.48,English,14.83,Premium Shoppers,2025-05-24,Profit
36123,TI-CMP-37123,Social Media,Youth,15.0,"WhatsApp, Instagram",58409.0,7863.0,1755.0,1017.0,689526.0,87.97,6.71,Bengali,18.21,Working Women,2025-05-24,Profit
36124,TI-CMP-37124,Influencer,College Students,24.0,"YouTube, Google, Email",16017.0,1518.0,585.0,407.0,235653.0,519.57,0.11,English,15.67,Youth,2025-05-21,Profit
36125,TI-CMP-37125,Paid Ads,College Students,13.0,"Facebook, WhatsApp, YouTube",18151.0,476.0,221.0,127.0,52451.0,751.42,-0.45,Tamil,4.54,College Students,2025-01-19,Loss
36126,TI-CMP-37126,Influencer,Working Women,7.0,YouTube,23715.0,2262.0,1353.0,998.0,312374.0,280.58,0.12,Bengali,19.45,College Students,2024-09-05,Profit
36127,TI-CMP-37127,Email,College Students,30.0,Instagram,46851.0,1512.0,370.0,148.0,41884.0,763.93,-0.63,Bengali,4.33,Youth,2024-07-26,Loss
36128,TI-CMP-37128,Influencer,Premium Shoppers,26.0,"WhatsApp, Instagram, Email",78808.0,9103.0,4006.0,1620.0,398520.0,169.91,0.45,Hindi,13.760886492146597,College Students,2024-11-16,Profit
36129,TI-CMP-37129,Social Media,College Students,6.0,"Facebook, Email",12973.0,568.0,258.0,132.0,39600.0,813.07,-0.63,Hindi,7.38,Premium Shoppers,2024-09-28,Loss
36130,TI-CMP-37130,SEO,Working Women,20.0,"Email, Facebook",33273.0,802.0,369.0,157.0,76616.0,850.34375,-0.43,Hindi,3.99,Tier 2 City Customers,2025-05-17,Loss
36131,TI-CMP-37131,SEO,College Students,18.0,"Facebook, Google, WhatsApp",88878.0,4543.0,1038.0,395.0,222385.0,292.26,0.93,English,6.72,Premium Shoppers,2025-01-31,Profit
36132,TI-CMP-37132,Paid Ads,Youth,19.0,"Facebook, Email, WhatsApp",69055.0,3919.0,1902.0,895.0,370530.0,289.31,0.43,English,10.66,Tier 2 City Customers,2025-01-11,Profit
36133,TI-CMP-37133,SEO,Premium Shoppers,14.0,Google,73452.0,4936.0,1762.0,738.0,551286.0,84.68,7.82,Bengali,10.12,Youth,2025-02-25,Profit
36134,TI-CMP-37134,Influencer,Premium Shoppers,8.0,"Instagram, WhatsApp, Facebook",91066.0,9254.0,4176.0,2272.0,490752.0,76.29,1.83,English,17.24,College Students,2024-07-05,Profit
36135,TI-CMP-37135,SEO,Tier 2 City Customers,29.0,"YouTube, WhatsApp",61448.0,7382.0,2007.0,828.0,245916.0,294.16,0.01,Bengali,16.63,College Students,2024-10-12,Profit
36136,TI-CMP-37136,Social Media,Youth,19.0,Google,38043.0,3056.0,1384.0,962.0,296296.0,275.45,0.12,Tamil,14.2,Working Women,2024-09-01,Profit
36137,TI-CMP-37137,Email,Youth,30.0,"Facebook, Email",17629.0,1159.0,255.0,777.0,56376.0,850.34375,-0.91,English,8.68,Youth,2025-05-29,Loss
36138,TI-CMP-37138,Social Media,Working Women,19.0,"WhatsApp, Google",55409.0,7296.0,1933.0,1089.0,456291.0,187.21,1.24,Bengali,18.62,Tier 2 City Customers,2025-05-13,Profit
36139,TI-CMP-37139,Email,College Students,9.0,"YouTube, Instagram",43280.0,5681.0,2641.0,1837.0,1289574.0,155.12,3.53,Hindi,13.760886492146597,Premium Shoppers,2024-07-25,Profit
36140,TI-CMP-37140,SEO,College Students,10.0,"Google, Facebook",75620.0,10550.0,5101.5,2742.5,649822.0,70.24,2.37,Tamil,25.71,Working Women,2025-04-16,Profit
36141,TI-CMP-37141,SEO,Working Women,9.0,Facebook,73551.0,4430.0,1628.0,751.0,578270.0,229.75,2.35,English,9.26,Youth,2024-07-14,Profit
36142,TI-CMP-37142,Paid Ads,College Students,15.0,"Google, YouTube",51200.0,5863.0,1477.0,854.0,491904.0,166.8,2.45,English,15.87,Working Women,2025-05-23,Profit
36143,TI-CMP-37143,Influencer,Working Women,18.0,"WhatsApp, Instagram",20234.0,1959.0,569.0,199.0,125171.0,449.0,0.4,Hindi,13.48,Premium Shoppers,2025-02-26,Profit
36144,TI-CMP-37144,Email,Premium Shoppers,9.0,"Google, WhatsApp",32287.0,707.0,273.0,83.0,43492.0,850.34375,-0.38,English,3.29,Premium Shoppers,2025-02-26,Loss
36145,TI-CMP-37145,Paid Ads,Working Women,11.0,"Instagram, YouTube",53571.0,6443.0,1862.0,652.0,209292.0,269.41,0.19,Hindi,16.72,College Students,2025-04-22,Profit
36147,TI-CMP-37147,Influencer,College Students,11.0,"Email, Instagram",76758.0,7215.0,1827.0,1200.0,285600.0,208.7,0.14,Hindi,13.34,Working Women,2025-01-27,Profit
36149,TI-CMP-37149,Social Media,Premium Shoppers,6.0,"WhatsApp, Facebook",18988.0,3919.0,473.0,356.0,262372.0,809.4,-0.09,Tamil,12.23,Premium Shoppers,2025-06-16,Loss
36150,TI-CMP-37150,Social Media,Tier 2 City Customers,28.0,"Email, Instagram",98869.0,11438.0,5101.5,2742.5,1361049.625,32.84,8.335,Tamil,20.77,Premium Shoppers,2025-05-22,Profit
36151,TI-CMP-37151,Email,College Students,29.0,"Google, Email, Instagram",90620.0,11952.0,5101.5,2742.5,1361049.625,72.67,5.83,Bengali,24.84,College Students,2025-01-26,Profit
36152,TI-CMP-37152,SEO,Working Women,19.0,Facebook,21184.0,438.0,141.0,58.0,31088.0,850.34375,-0.37,Hindi,3.01,Youth,2024-09-04,Loss
36153,TI-CMP-37153,Influencer,Working Women,6.0,"Instagram, Facebook, YouTube",79089.0,8050.0,3405.0,2529.0,1143108.0,80.17,4.64,Tamil,17.68,Working Women,2025-05-30,Profit
36155,TI-CMP-37155,Email,Tier 2 City Customers,11.0,"Google, Facebook",84889.0,4987.0,2368.0,1056.0,370656.0,207.13,0.69,English,9.91,Youth,2025-05-30,Profit
36156,TI-CMP-37156,SEO,College Students,21.0,"Instagram, YouTube, Google",13394.0,1106.0,565.0,269.0,204440.0,649.25,0.17,Bengali,14.48,Youth,2025-02-03,Profit
36157,TI-CMP-37157,Influencer,College Students,15.0,"YouTube, Facebook",83281.0,2371.0,738.0,231.0,120120.0,716.19,-0.27,Bengali,4.01,Premium Shoppers,2024-11-22,Loss
36158,TI-CMP-37158,Social Media,Tier 2 City Customers,21.0,WhatsApp,83744.0,10889.0,5056.0,2223.0,1235988.0,100.29,4.54,Tamil,21.69,Tier 2 City Customers,2024-09-29,Profit
36159,TI-CMP-37159,Influencer,Premium Shoppers,20.0,"Email, WhatsApp, Facebook",91943.0,3919.0,5101.5,2642.0,541610.0,86.45,1.37,Tamil,18.3,College Students,2024-12-22,Profit
36160,TI-CMP-37160,Email,Youth,6.0,"Instagram, WhatsApp",15624.0,1884.0,413.0,777.0,96427.0,409.11,-0.7,Tamil,16.05,Premium Shoppers,2024-12-21,Loss
36161,TI-CMP-37161,Social Media,Premium Shoppers,16.0,"WhatsApp, Facebook",15230.0,1457.0,845.0,516.0,281220.0,203.38,1.68,English,18.5,Premium Shoppers,2025-04-15,Profit
36163,TI-CMP-37163,Paid Ads,Tier 2 City Customers,10.0,"Facebook, Google",31100.0,2957.0,1498.0,450.0,248850.0,298.09,0.86,Hindi,15.77,Working Women,2024-10-01,Profit
36164,TI-CMP-37164,Influencer,College Students,15.0,"Facebook, WhatsApp",40490.0,1717.0,577.0,312.0,244608.0,850.34375,-0.08,English,6.44,Youth,2025-05-23,Loss
36165,TI-CMP-37165,Email,Premium Shoppers,5.0,"Facebook, WhatsApp, Google",54765.0,6628.0,2929.0,1843.0,1083684.0,113.71,4.17,Bengali,20.82,Youth,2024-11-08,Profit
36166,TI-CMP-37166,Email,Premium Shoppers,15.0,"Email, Facebook, WhatsApp",41210.0,931.0,227.0,135.0,39285.0,850.34375,-0.66,Hindi,3.14,Youth,2024-11-08,Loss
36167,TI-CMP-37167,Influencer,Working Women,16.0,"Google, YouTube",16657.0,1470.0,674.0,228.0,83448.0,850.34375,-0.57,Tamil,14.24,Working Women,2024-08-23,Loss
36169,TI-CMP-37169,SEO,College Students,26.0,"YouTube, Facebook",70755.0,2293.0,572.0,777.0,235352.0,445.23,-0.32,English,4.62,Working Women,2024-09-27,Loss
36170,TI-CMP-37170,Paid Ads,Working Women,29.0,"Email, WhatsApp, Instagram",55016.23549001948,4852.0,2050.0,902.0,447392.0,82.5,5.01,Hindi,9.46,Tier 2 City Customers,2025-01-20,Profit
36171,TI-CMP-37171,SEO,Youth,21.0,WhatsApp,95097.0,9078.0,2410.0,1556.0,970944.0,80.37,6.76,English,13.72,Working Women,2025-01-16,Profit
36172,TI-CMP-37172,SEO,Working Women,12.0,Instagram,74143.0,9052.0,3930.0,2069.0,430352.0,74.63,1.79,English,20.3,Tier 2 City Customers,2025-01-03,Profit
36173,TI-CMP-37173,Email,Premium Shoppers,15.0,Email,81495.0,3249.0,1022.0,730.0,285430.0,367.97,0.06,Tamil,13.760886492146597,Premium Shoppers,2024-08-13,Profit
36174,TI-CMP-37174,SEO,Youth,7.0,"Email, Google",77670.0,7652.0,3077.0,1136.0,354432.0,122.85,1.54,Tamil,15.28,Premium Shoppers,2024-12-11,Profit
36175,TI-CMP-37175,Influencer,College Students,18.0,YouTube,87960.0,5632.0,2643.0,1115.0,578685.0,186.47,1.78,English,10.68,Premium Shoppers,2024-09-18,Profit
36176,TI-CMP-37176,Social Media,Working Women,16.0,"Facebook, Instagram, Email",84137.0,4930.0,1924.0,646.0,204136.0,233.0,0.36,English,8.91,Tier 2 City Customers,2024-08-04,Profit
36177,TI-CMP-37177,Paid Ads,Premium Shoppers,24.0,Facebook,23814.0,1045.0,400.0,244.0,116144.0,560.59,-0.15,English,7.09,College Students,2024-08-05,Loss
36178,TI-CMP-37178,Social Media,Tier 2 City Customers,29.0,"Facebook, Instagram, Email",30170.0,3216.0,1830.0,612.0,359270.0,489.33,0.2,Tamil,13.760886492146597,Tier 2 City Customers,2024-08-05,Profit
36179,TI-CMP-37179,Paid Ads,Working Women,19.0,"Facebook, Instagram, Google",87562.0,7035.0,3655.0,1817.0,943023.0,74.14,6.0,Bengali,14.28,College Students,2024-09-04,Profit
36180,TI-CMP-37180,Email,Working Women,30.0,"YouTube, Instagram, WhatsApp",55016.23549001948,2912.0,1128.0,558.0,118296.0,409.59,-0.48,Bengali,10.5,Youth,2024-08-17,Loss
36181,TI-CMP-37181,Email,College Students,19.0,WhatsApp,68551.0,6023.0,1784.0,1297.0,587541.0,194.56,1.33,Tamil,13.28,College Students,2025-01-01,Profit
36182,TI-CMP-37182,Email,Working Women,30.0,Email,67779.0,4072.0,2071.0,1468.0,1017324.0,135.41,4.12,English,11.23,Premium Shoppers,2024-11-20,Profit
36183,TI-CMP-37183,Paid Ads,Tier 2 City Customers,20.0,YouTube,62658.0,8483.0,4485.0,2742.5,1361049.625,66.9,6.42,English,25.42,Youth,2024-10-13,Profit
36184,TI-CMP-37184,Influencer,Premium Shoppers,20.0,Instagram,99499.0,12981.0,5101.5,2742.5,1361049.625,208.7,1.38,English,24.05,Premium Shoppers,2025-05-13,Profit
36185,TI-CMP-37185,SEO,Youth,28.0,"Facebook, Email, Google",19823.0,2428.0,648.0,419.0,199444.0,364.86,0.3,Hindi,17.63,Tier 2 City Customers,2024-10-19,Profit
36186,TI-CMP-37186,Social Media,Tier 2 City Customers,8.0,"Facebook, Instagram, YouTube",28014.0,2955.0,842.0,666.0,506160.0,442.77,0.72,English,15.93,Premium Shoppers,2024-12-14,Profit
36187,TI-CMP-37187,SEO,Youth,24.0,"Facebook, Email, Instagram",54293.0,3558.0,1477.0,1201.0,456380.0,191.26,0.99,Tamil,11.53,Tier 2 City Customers,2024-08-04,Profit
36188,TI-CMP-37188,Social Media,Youth,26.0,"Email, Facebook, WhatsApp",52337.0,6017.0,3134.0,1166.0,502546.0,197.62,1.18,Bengali,19.71,College Students,2025-04-12,Profit
36189,TI-CMP-37189,SEO,Tier 2 City Customers,15.0,"Facebook, YouTube",23522.0,3241.0,1477.0,576.0,326592.0,139.12,3.08,Hindi,20.53,Premium Shoppers,2025-02-22,Profit
36190,TI-CMP-37190,SEO,College Students,16.0,"Facebook, WhatsApp",70484.0,9591.0,3748.0,1749.0,613899.0,31.63,8.335,Bengali,21.41,Tier 2 City Customers,2024-12-11,Profit
36191,TI-CMP-37191,SEO,Working Women,28.0,Google,74636.0,3088.0,1589.0,786.0,439374.0,75.99,6.36,English,7.32,Youth,2024-09-10,Profit
36192,TI-CMP-37192,Paid Ads,Youth,17.0,"Instagram, Facebook, YouTube",24242.0,3218.0,732.0,225.0,77850.0,850.34375,-0.59,English,17.22,Premium Shoppers,2025-06-05,Loss
36193,TI-CMP-37193,SEO,Tier 2 City Customers,20.0,"Google, Instagram, Email",51000.0,1228.0,360.0,218.0,126004.0,421.53,0.37,Hindi,3.54,College Students,2025-02-13,Profit
36194,TI-CMP-37194,Influencer,Premium Shoppers,12.0,"YouTube, Facebook, WhatsApp",20237.0,1730.0,429.0,139.0,88404.0,544.17,0.17,English,11.36,Tier 2 City Customers,2025-06-05,Profit
36195,TI-CMP-37195,Influencer,College Students,13.0,Instagram,65502.0,5125.0,1251.0,885.0,523035.0,197.83,1.99,English,11.09,Tier 2 City Customers,2024-07-11,Profit
36196,TI-CMP-37196,Email,Premium Shoppers,10.0,"Email, Google, WhatsApp",79288.0,3919.0,3939.0,1374.0,871116.0,137.11,3.62,Tamil,18.07,Tier 2 City Customers,2024-07-11,Profit
36197,TI-CMP-37197,Email,Working Women,13.0,"Google, Facebook, YouTube",41224.0,5755.0,1622.0,543.0,211227.0,463.42,-0.16,Bengali,19.21,Working Women,2024-08-01,Loss
36198,TI-CMP-37198,Paid Ads,Youth,12.0,"Google, Facebook",74043.0,8945.0,3723.0,2141.0,787888.0,115.59,2.18,English,20.0,College Students,2025-04-08,Profit
36199,TI-CMP-37199,Paid Ads,Tier 2 City Customers,23.0,"Facebook, YouTube, Email",91905.0,11130.0,5101.5,1974.0,1144920.0,151.15,2.84,English,20.81,Working Women,2024-09-17,Profit
36200,TI-CMP-37200,Paid Ads,Premium Shoppers,28.0,"Instagram, WhatsApp",93022.0,11263.0,5101.5,2742.5,1361049.625,47.05,8.335,Hindi,21.72,Youth,2025-01-05,Profit
36201,TI-CMP-37201,Paid Ads,Youth,17.522264750789567,"Instagram, Google, YouTube",52645.0,2127.0,903.0,476.0,359270.0,177.02,3.26,English,6.66,Youth,2025-01-07,Profit
36202,TI-CMP-37202,Email,Youth,14.0,"Email, YouTube",39750.0,1120.0,389.0,252.0,91728.0,388.29,-0.06,Bengali,4.43,Youth,2024-10-09,Loss
36203,TI-CMP-37203,Paid Ads,College Students,27.0,"YouTube, Google, Facebook",56052.0,1502.0,895.0,635.0,369570.0,244.71,1.38,Hindi,5.41,Premium Shoppers,2025-03-20,Profit
36205,TI-CMP-37205,Influencer,College Students,7.0,YouTube,95585.0,12573.0,5101.5,2742.5,1361049.625,60.32,7.23,Tamil,24.08,Tier 2 City Customers,2024-09-05,Profit
36206,TI-CMP-37206,SEO,Working Women,7.0,YouTube,42173.0,1477.0,400.0,154.0,44352.0,850.34375,-0.66,English,4.82,Youth,2024-12-05,Loss
36207,TI-CMP-37207,Social Media,Working Women,25.0,"Instagram, Email, YouTube",60243.0,3399.0,1090.0,487.0,359270.0,132.33,4.57,English,13.760886492146597,College Students,2025-06-02,Profit
36208,TI-CMP-37208,Email,Tier 2 City Customers,21.0,"Instagram, Facebook, YouTube",36598.0,5170.0,2371.0,1525.0,619150.0,208.7,0.95,English,24.77,Tier 2 City Customers,2024-11-18,Profit
36209,TI-CMP-37209,SEO,College Students,6.0,"Facebook, Google",45802.0,2526.0,833.0,439.0,101409.0,366.36,-0.37,English,8.29,Youth,2025-01-18,Loss
36210,TI-CMP-37210,SEO,Tier 2 City Customers,27.0,"Google, WhatsApp",80725.0,5668.0,1920.0,974.0,645762.0,235.36,1.82,English,10.61,Tier 2 City Customers,2024-12-08,Profit
36212,TI-CMP-37212,Email,College Students,28.0,"Facebook, YouTube, Instagram",73548.0,5196.0,2749.0,1176.0,811440.0,138.34,3.99,Bengali,12.4,Working Women,2024-11-14,Profit
36213,TI-CMP-37213,SEO,Working Women,19.0,"YouTube, Facebook, WhatsApp",24042.0,1897.0,1133.0,547.0,255449.0,167.13,1.79,Bengali,14.88,Working Women,2025-04-10,Profit
36214,TI-CMP-37214,Email,College Students,29.0,"Facebook, Email",26389.0,2901.0,804.0,248.0,174344.0,843.95,-0.17,Hindi,14.98,Working Women,2024-10-28,Loss
36215,TI-CMP-37215,SEO,College Students,24.0,YouTube,17026.0,2365.0,942.0,642.0,182328.0,179.33,0.58,English,23.19,Premium Shoppers,2024-09-18,Profit
36216,TI-CMP-37216,Paid Ads,Working Women,16.0,Google,86795.0,4631.0,1942.0,1471.0,344214.0,202.27,0.16,Tamil,9.27,College Students,2025-03-03,Profit
36217,TI-CMP-37217,Social Media,Working Women,29.0,"Instagram, YouTube, WhatsApp",55016.23549001948,1892.0,734.0,520.0,292760.0,260.06,1.16,English,4.87,Youth,2024-12-15,Profit
36218,TI-CMP-37218,Influencer,Working Women,13.0,"Google, Facebook, Instagram",15629.0,1965.0,744.0,276.0,80040.0,850.34375,-0.66,English,19.1,Tier 2 City Customers,2025-02-16,Loss
36219,TI-CMP-37219,Influencer,Youth,6.0,Instagram,19808.0,1990.0,1038.0,512.0,250368.0,259.24,0.89,English,17.87,Tier 2 City Customers,2025-03-09,Profit
36220,TI-CMP-37220,Email,Youth,16.0,Email,55016.23549001948,3522.0,1577.0,1176.0,938448.0,100.83,6.91,English,15.23,Premium Shoppers,2024-09-06,Profit
36221,TI-CMP-37221,Email,Tier 2 City Customers,26.0,"Email, WhatsApp, YouTube",98878.0,12981.0,4207.0,2742.5,875910.0,70.31,3.54,Hindi,22.28,Youth,2024-09-10,Profit
36222,TI-CMP-37222,SEO,Premium Shoppers,18.0,Facebook,41852.0,1276.0,315.0,212.0,89464.0,850.34375,-0.5,Hindi,13.760886492146597,Working Women,2024-09-30,Loss
36223,TI-CMP-37223,Email,College Students,11.0,"Email, Google, WhatsApp",49171.0,3292.0,1877.0,574.0,172774.0,363.77,-0.17,Hindi,11.68,Premium Shoppers,2025-02-10,Loss
36224,TI-CMP-37224,Paid Ads,Premium Shoppers,23.0,"Email, WhatsApp",64558.0,9400.0,5101.5,2742.5,1361049.625,74.96,5.62,Tamil,27.88,Youth,2025-01-09,Profit
36225,TI-CMP-37225,SEO,Youth,26.0,"Instagram, WhatsApp",71827.0,7479.0,3682.0,1445.0,421940.0,93.52,2.12,English,17.55,Working Women,2025-02-21,Profit
36227,TI-CMP-37227,Influencer,Premium Shoppers,24.0,"WhatsApp, Facebook",18781.0,1597.0,455.0,237.0,81765.0,797.19,-0.57,Tamil,12.19,Premium Shoppers,2025-05-24,Loss
36228,TI-CMP-37228,Influencer,Premium Shoppers,18.0,Google,20227.0,2137.0,885.0,504.0,389592.0,440.49,0.75,English,17.43,Tier 2 City Customers,2025-06-10,Profit
36229,TI-CMP-37229,SEO,Youth,15.0,"YouTube, Email",57313.0,3651.0,1813.0,1190.0,310590.0,61.77,3.23,Tamil,11.61,College Students,2025-03-30,Profit
36230,TI-CMP-37230,Influencer,College Students,27.0,"Facebook, Google",17815.0,537.0,110.0,40.0,24400.0,208.7,1.92,Bengali,3.86,Youth,2024-07-28,Profit
36231,TI-CMP-37231,Email,Youth,8.0,"Instagram, Email",46834.0,6026.0,1979.0,1041.0,711003.0,248.89,1.74,English,19.32,Youth,2024-10-03,Profit
36232,TI-CMP-37232,SEO,College Students,19.0,"Instagram, YouTube, WhatsApp",75184.0,9433.0,5101.5,1719.0,601650.0,31.67,8.335,Hindi,21.67,Tier 2 City Customers,2025-02-25,Profit
36233,TI-CMP-37233,SEO,Youth,27.0,"Instagram, Email, WhatsApp",26479.0,2208.0,554.0,394.0,135536.0,277.07,0.24,Tamil,11.92,Tier 2 City Customers,2024-11-17,Profit
36234,TI-CMP-37234,Social Media,Tier 2 City Customers,21.0,"WhatsApp, Google",55016.23549001948,1050.0,349.0,225.0,128025.0,373.29,0.52,Hindi,4.74,Tier 2 City Customers,2024-10-07,Profit
36235,TI-CMP-37235,Email,Youth,26.0,"Google, YouTube, WhatsApp",65550.0,9759.0,5101.5,1840.0,1361049.625,36.94,8.335,Tamil,26.03,Tier 2 City Customers,2024-07-26,Profit
36236,TI-CMP-37236,Paid Ads,College Students,7.0,Google,56075.0,6353.0,1981.0,1581.0,744651.0,180.5,1.61,Hindi,17.68,Youth,2024-11-06,Profit
36237,TI-CMP-37237,Email,College Students,20.0,"Instagram, Facebook",45204.0,4039.0,1758.0,748.0,258060.0,266.39,0.3,Hindi,14.48,Youth,2024-07-20,Profit
36238,TI-CMP-37238,Email,Tier 2 City Customers,6.0,"Google, Facebook, YouTube",95128.0,12775.0,3495.0,1479.0,1119603.0,82.15,8.21,Tamil,18.66,Premium Shoppers,2025-06-06,Profit
36239,TI-CMP-37239,Social Media,Premium Shoppers,6.0,"Instagram, Google",43565.0,1854.0,413.0,226.0,120684.0,442.19,0.21,English,5.72,Tier 2 City Customers,2025-02-04,Profit
36240,TI-CMP-37240,Paid Ads,Youth,7.0,"Instagram, YouTube, WhatsApp",25857.0,1315.0,770.0,315.0,163485.0,208.7,1.49,Tamil,9.28,Premium Shoppers,2025-01-22,Profit
36241,TI-CMP-37241,Email,Premium Shoppers,19.0,"Google, Facebook, Email",95150.0,12981.0,5101.5,2742.5,1361049.625,66.91,6.42,Tamil,24.61,Tier 2 City Customers,2024-09-15,Profit
36242,TI-CMP-37242,SEO,Youth,19.0,"Facebook, Email",41243.0,3785.0,2141.0,1029.0,455847.0,114.03,2.88,Tamil,16.86,Premium Shoppers,2024-09-15,Profit
36243,TI-CMP-37243,Influencer,Working Women,6.0,"Google, WhatsApp",27033.0,2204.0,1053.0,581.0,425292.0,208.7,2.51,Tamil,14.2,Youth,2025-03-20,Profit
36244,TI-CMP-37244,Social Media,Tier 2 City Customers,30.0,"Facebook, Instagram",90371.0,10269.0,5101.5,2742.5,918747.0,20.63,8.335,Bengali,21.98,Working Women,2024-10-28,Profit
36245,TI-CMP-37245,SEO,Working Women,27.0,Facebook,34178.0,2008.0,537.0,251.0,141815.0,438.54,0.29,Tamil,8.18,Working Women,2024-10-25,Profit
36246,TI-CMP-37246,Email,Premium Shoppers,11.0,Instagram,22995.0,1410.0,474.0,338.0,130468.0,636.79,-0.39,English,9.66,Youth,2024-11-02,Loss
36248,TI-CMP-37248,Paid Ads,Premium Shoppers,15.0,"Instagram, WhatsApp",90455.0,12550.0,5101.5,2081.0,703378.0,65.21,4.18,English,22.21,Youth,2025-04-03,Profit
36249,TI-CMP-37249,SEO,Premium Shoppers,26.0,"WhatsApp, Email",39835.0,1756.0,525.0,226.0,178314.0,850.34375,-0.07,Bengali,6.29,Tier 2 City Customers,2025-01-14,Loss
36250,TI-CMP-37250,Social Media,Tier 2 City Customers,20.0,"Email, Facebook",37592.0,4720.0,2087.0,1528.0,612728.0,147.09,1.73,Tamil,22.17,Working Women,2025-01-23,Profit
36251,TI-CMP-37251,Social Media,Youth,28.0,"WhatsApp, Email, Google",55016.23549001948,2383.0,963.0,777.0,321453.0,284.51,0.45,Hindi,18.09,College Students,2024-11-11,Profit
36252,TI-CMP-37252,Influencer,Premium Shoppers,17.0,Instagram,94893.0,3788.0,2256.0,1163.0,389605.0,135.41,1.47,Hindi,7.59,Youth,2024-12-22,Profit
36253,TI-CMP-37253,Email,Working Women,18.0,Facebook,99474.0,8587.0,2681.0,1829.0,707823.0,58.8,5.58,Hindi,13.17,College Students,2024-09-29,Profit
36254,TI-CMP-37254,SEO,Tier 2 City Customers,17.0,"WhatsApp, Email",55016.23549001948,7066.0,3191.0,1098.0,801540.0,57.83,8.335,Bengali,16.51,Tier 2 City Customers,2024-09-03,Profit
36255,TI-CMP-37255,SEO,College Students,16.0,"Facebook, YouTube",20615.0,1679.0,768.0,496.0,180048.0,339.98,0.07,English,14.28,Tier 2 City Customers,2024-11-23,Profit
36256,TI-CMP-37256,Email,Working Women,17.0,Email,82581.0,3919.0,5023.0,2742.5,1361049.625,23.59,8.335,Bengali,23.64,Tier 2 City Customers,2025-05-10,Profit
